timestamp,ticker,action,amount,avg_price
2025-11-09T10:53:06.530257,KXBTCD-25NOV0911-T99999.99,sell,25,0.88
2025-11-09T10:53:28.476751,KXBTCD-25NOV0911-T99999.99,buy,25,0.74
2025-11-09T10:53:29.015960,KXBTCD-25NOV0911-T99999.99,sell,25,0.94
2025-11-09T10:53:54.066433,KXBTCD-25NOV0911-T99999.99,buy,25,0.78
2025-11-09T10:53:54.422465,KXBTCD-25NOV0911-T99999.99,sell,25,0.98
2025-11-09T10:54:05.817283,KXBTCD-25NOV0911-T99999.99,buy,25,0.78
2025-11-09T10:54:06.405505,KXBTCD-25NOV0911-T99999.99,sell,25,0.98
2025-11-09T10:54:14.358965,KXBTCD-25NOV0911-T99999.99,buy,25,0.78
2025-11-09T10:54:14.962117,KXBTCD-25NOV0911-T99999.99,sell,25,0.98
2025-11-09T10:57:34.897591,KXBTCD-25NOV0911-T103749.99,buy,25,0.28
2025-11-09T10:57:35.548348,KXBTCD-25NOV0911-T103749.99,sell,25,0.48
2025-11-09T10:57:43.032536,KXBTCD-25NOV0911-T103749.99,buy,25,0.25
2025-11-09T10:57:43.454298,KXBTCD-25NOV0911-T103749.99,sell,25,0.45
2025-11-09T10:57:51.504883,KXBTCD-25NOV0911-T103749.99,buy,25,0.22
2025-11-09T10:57:52.094919,KXBTCD-25NOV0911-T103749.99,sell,25,0.42
2025-11-09T10:58:00.713674,KXBTCD-25NOV0911-T103749.99,buy,25,0.2
2025-11-09T10:58:01.239467,KXBTCD-25NOV0911-T103749.99,sell,25,0.4
2025-11-09T10:58:08.781016,KXBTCD-25NOV0911-T103749.99,buy,25,0.17
2025-11-09T10:58:09.279660,KXBTCD-25NOV0911-T103749.99,sell,25,0.37
2025-11-09T10:58:17.723264,KXBTCD-25NOV0911-T103749.99,buy,25,0.14
2025-11-09T10:58:18.247603,KXBTCD-25NOV0911-T103749.99,sell,25,0.34
2025-11-09T10:58:27.058875,KXBTCD-25NOV0911-T103749.99,buy,25,0.12
2025-11-09T10:58:27.497814,KXBTCD-25NOV0911-T103749.99,sell,25,0.32
2025-11-09T10:58:34.938235,KXBTCD-25NOV0911-T103749.99,buy,25,0.13
2025-11-09T10:58:35.357200,KXBTCD-25NOV0911-T103749.99,sell,25,0.33
2025-11-09T10:58:43.707452,KXBTCD-25NOV0911-T103749.99,buy,25,0.23
2025-11-09T10:58:44.231545,KXBTCD-25NOV0911-T103749.99,sell,25,0.43
2025-11-09T10:58:52.334892,KXBTCD-25NOV0911-T103749.99,buy,25,0.35
2025-11-09T10:58:52.815213,KXBTCD-25NOV0911-T103749.99,sell,25,0.55
2025-11-09T10:59:00.214088,KXBTCD-25NOV0911-T103749.99,buy,25,0.45
2025-11-09T10:59:00.636724,KXBTCD-25NOV0911-T103749.99,sell,25,0.65
2025-11-09T10:59:09.148856,KXBTCD-25NOV0911-T103749.99,buy,25,0.57
2025-11-09T10:59:09.908430,KXBTCD-25NOV0911-T103749.99,sell,25,0.77
2025-11-09T10:59:17.737668,KXBTCD-25NOV0911-T103749.99,buy,25,0.7
2025-11-09T10:59:18.227739,KXBTCD-25NOV0911-T103749.99,sell,25,0.9
2025-11-09T10:59:25.522925,KXBTCD-25NOV0911-T103749.99,buy,25,0.65
2025-11-09T10:59:25.901065,KXBTCD-25NOV0911-T103749.99,sell,25,0.85
2025-11-09T10:59:37.314701,KXBTCD-25NOV0911-T103749.99,buy,25,0.64
2025-11-09T10:59:38.109541,KXBTCD-25NOV0911-T103749.99,sell,25,0.84
2025-11-09T10:59:46.148174,KXBTCD-25NOV0911-T103749.99,buy,25,0.65
2025-11-09T10:59:46.578474,KXBTCD-25NOV0911-T103749.99,sell,25,0.85
2025-11-09T10:59:53.919733,KXBTCD-25NOV0911-T103749.99,buy,25,0.65
2025-11-09T10:59:54.362097,KXBTCD-25NOV0911-T103749.99,sell,25,0.85
2025-11-09T11:00:18.529192,KXBTCD-25NOV0912-T103749.99,buy,25,0.46
2025-11-09T11:00:18.890911,KXBTCD-25NOV0912-T103749.99,sell,25,0.66
2025-11-09T11:00:27.500288,KXBTCD-25NOV0912-T103749.99,buy,25,0.43
2025-11-09T11:00:28.274893,KXBTCD-25NOV0912-T103749.99,sell,25,0.63
2025-11-09T11:00:39.028977,KXBTCD-25NOV0912-T103749.99,buy,25,0.38
2025-11-09T11:00:39.460358,KXBTCD-25NOV0912-T103749.99,sell,25,0.58
2025-11-09T11:00:47.904584,KXBTCD-25NOV0912-T103749.99,buy,25,0.32
2025-11-09T11:00:48.452597,KXBTCD-25NOV0912-T103749.99,sell,25,0.52
2025-11-09T11:00:56.878917,KXBTCD-25NOV0912-T103749.99,buy,25,0.42
2025-11-09T11:00:57.545231,KXBTCD-25NOV0912-T103749.99,sell,25,0.62
2025-11-09T11:01:05.750823,KXBTCD-25NOV0912-T103749.99,buy,25,0.42
2025-11-09T11:01:06.202832,KXBTCD-25NOV0912-T103749.99,sell,25,0.62
2025-11-09T11:01:14.223831,KXBTCD-25NOV0912-T103749.99,buy,25,0.42
2025-11-09T11:01:14.729719,KXBTCD-25NOV0912-T103749.99,sell,25,0.62
2025-11-09T11:01:23.862613,KXBTCD-25NOV0912-T103749.99,buy,25,0.42
2025-11-09T11:01:24.552350,KXBTCD-25NOV0912-T103749.99,sell,25,0.62
2025-11-09T11:01:32.527253,KXBTCD-25NOV0912-T103749.99,buy,25,0.44
2025-11-09T11:01:32.954802,KXBTCD-25NOV0912-T103749.99,sell,25,0.64
2025-11-09T11:01:41.976103,KXBTCD-25NOV0912-T103749.99,buy,25,0.44
2025-11-09T11:01:42.569927,KXBTCD-25NOV0912-T103749.99,sell,25,0.64
2025-11-09T11:01:51.634885,KXBTCD-25NOV0912-T103749.99,buy,25,0.45
2025-11-09T11:01:52.466625,KXBTCD-25NOV0912-T103749.99,sell,25,0.65
2025-11-09T11:02:00.888181,KXBTCD-25NOV0912-T103749.99,buy,25,0.44
2025-11-09T11:02:01.277582,KXBTCD-25NOV0912-T103749.99,sell,25,0.64
2025-11-09T11:02:09.897948,KXBTCD-25NOV0912-T103749.99,buy,25,0.43
2025-11-09T11:02:10.677687,KXBTCD-25NOV0912-T103749.99,sell,25,0.63
2025-11-09T11:02:19.310040,KXBTCD-25NOV0912-T103749.99,buy,25,0.42
2025-11-09T11:02:19.740569,KXBTCD-25NOV0912-T103749.99,sell,25,0.62
2025-11-09T11:02:28.351849,KXBTCD-25NOV0912-T103749.99,buy,25,0.42
2025-11-09T11:02:28.777194,KXBTCD-25NOV0912-T103749.99,sell,25,0.62
2025-11-09T11:02:38.541756,KXBTCD-25NOV0912-T103749.99,buy,25,0.41
2025-11-09T11:02:39.261116,KXBTCD-25NOV0912-T103749.99,sell,25,0.61
2025-11-09T11:02:47.011537,KXBTCD-25NOV0912-T103749.99,buy,25,0.41
2025-11-09T11:02:47.395724,KXBTCD-25NOV0912-T103749.99,sell,25,0.61
2025-11-09T11:02:56.020529,KXBTCD-25NOV0912-T103749.99,buy,25,0.4
2025-11-09T11:02:56.730713,KXBTCD-25NOV0912-T103749.99,sell,25,0.6
2025-11-09T11:03:04.367997,KXBTCD-25NOV0912-T103749.99,buy,25,0.39
2025-11-09T11:03:04.750597,KXBTCD-25NOV0912-T103749.99,sell,25,0.59
2025-11-09T11:03:11.924799,KXBTCD-25NOV0912-T103749.99,buy,25,0.37
2025-11-09T11:03:12.284124,KXBTCD-25NOV0912-T103749.99,sell,25,0.57
2025-11-09T11:03:20.746760,KXBTCD-25NOV0912-T103749.99,buy,25,0.34
2025-11-09T11:03:21.114530,KXBTCD-25NOV0912-T103749.99,sell,25,0.54
2025-11-09T11:03:28.607288,KXBTCD-25NOV0912-T103749.99,buy,25,0.31
2025-11-09T11:03:29.182611,KXBTCD-25NOV0912-T103749.99,sell,25,0.51
2025-11-09T11:03:37.255490,KXBTCD-25NOV0912-T103749.99,buy,25,0.3
2025-11-09T11:03:37.926334,KXBTCD-25NOV0912-T103749.99,sell,25,0.5
2025-11-09T11:03:45.836674,KXBTCD-25NOV0912-T103749.99,buy,25,0.28
2025-11-09T11:03:46.192984,KXBTCD-25NOV0912-T103749.99,sell,25,0.48
2025-11-09T11:03:54.735725,KXBTCD-25NOV0912-T103749.99,buy,25,0.27
2025-11-09T11:03:55.095116,KXBTCD-25NOV0912-T103749.99,sell,25,0.47
2025-11-09T11:04:02.439167,KXBTCD-25NOV0912-T103749.99,buy,25,0.26
2025-11-09T11:04:02.782432,KXBTCD-25NOV0912-T103749.99,sell,25,0.46
2025-11-09T11:04:10.132866,KXBTCD-25NOV0912-T103749.99,buy,25,0.27
2025-11-09T11:04:10.837226,KXBTCD-25NOV0912-T103749.99,sell,25,0.47
2025-11-09T11:04:19.079747,KXBTCD-25NOV0912-T103749.99,buy,25,0.27
2025-11-09T11:04:19.435277,KXBTCD-25NOV0912-T103749.99,sell,25,0.47
2025-11-09T11:04:26.878154,KXBTCD-25NOV0912-T103749.99,buy,25,0.28
2025-11-09T11:04:27.230813,KXBTCD-25NOV0912-T103749.99,sell,25,0.48
2025-11-09T11:04:35.934444,KXBTCD-25NOV0912-T103749.99,buy,25,0.29
2025-11-09T11:04:36.848105,KXBTCD-25NOV0912-T103749.99,sell,25,0.49
2025-11-09T11:04:44.237130,KXBTCD-25NOV0912-T103749.99,buy,25,0.31
2025-11-09T11:04:44.609635,KXBTCD-25NOV0912-T103749.99,sell,25,0.51
2025-11-09T11:04:54.069634,KXBTCD-25NOV0912-T103749.99,buy,25,0.32
2025-11-09T11:04:54.727542,KXBTCD-25NOV0912-T103749.99,sell,25,0.52
2025-11-09T11:05:02.575950,KXBTCD-25NOV0912-T103749.99,buy,25,0.34
2025-11-09T11:05:02.914948,KXBTCD-25NOV0912-T103749.99,sell,25,0.54
2025-11-09T11:05:11.718475,KXBTCD-25NOV0912-T103749.99,buy,25,0.36
2025-11-09T11:05:12.093449,KXBTCD-25NOV0912-T103749.99,sell,25,0.56
2025-11-09T11:05:19.697398,KXBTCD-25NOV0912-T103749.99,buy,25,0.38
2025-11-09T11:05:20.050195,KXBTCD-25NOV0912-T103749.99,sell,25,0.58
2025-11-09T11:05:27.720800,KXBTCD-25NOV0912-T103749.99,buy,25,0.39
2025-11-09T11:05:28.369187,KXBTCD-25NOV0912-T103749.99,sell,25,0.59
2025-11-09T11:05:35.988156,KXBTCD-25NOV0912-T103749.99,buy,25,0.41
2025-11-09T11:05:36.325591,KXBTCD-25NOV0912-T103749.99,sell,25,0.61
2025-11-09T11:05:43.500271,KXBTCD-25NOV0912-T103749.99,buy,25,0.42
2025-11-09T11:05:43.870533,KXBTCD-25NOV0912-T103749.99,sell,25,0.62
2025-11-09T11:05:52.455402,KXBTCD-25NOV0912-T103749.99,buy,25,0.43
2025-11-09T11:05:53.550847,KXBTCD-25NOV0912-T103749.99,sell,25,0.63
2025-11-09T11:06:00.904648,KXBTCD-25NOV0912-T103749.99,buy,25,0.44
2025-11-09T11:06:01.258943,KXBTCD-25NOV0912-T103749.99,sell,25,0.64
2025-11-09T11:06:09.712407,KXBTCD-25NOV0912-T103749.99,buy,25,0.44
2025-11-09T11:06:10.412910,KXBTCD-25NOV0912-T103749.99,sell,25,0.64
2025-11-09T11:06:17.792973,KXBTCD-25NOV0912-T103749.99,buy,25,0.44
2025-11-09T11:06:18.188807,KXBTCD-25NOV0912-T103749.99,sell,25,0.64
2025-11-09T11:06:26.020382,KXBTCD-25NOV0912-T103749.99,buy,25,0.43
2025-11-09T11:06:26.732741,KXBTCD-25NOV0912-T103749.99,sell,25,0.63
2025-11-09T11:06:34.515962,KXBTCD-25NOV0912-T103749.99,buy,25,0.43
2025-11-09T11:06:34.879736,KXBTCD-25NOV0912-T103749.99,sell,25,0.63
2025-11-09T11:06:42.276030,KXBTCD-25NOV0912-T103749.99,buy,25,0.43
2025-11-09T11:06:42.620863,KXBTCD-25NOV0912-T103749.99,sell,25,0.63
2025-11-09T11:06:51.694259,KXBTCD-25NOV0912-T103749.99,buy,25,0.43
2025-11-09T11:06:52.069827,KXBTCD-25NOV0912-T103749.99,sell,25,0.63
2025-11-09T11:06:59.416235,KXBTCD-25NOV0912-T103749.99,buy,25,0.44
2025-11-09T11:06:59.792276,KXBTCD-25NOV0912-T103749.99,sell,25,0.64
2025-11-09T11:07:08.410588,KXBTCD-25NOV0912-T103749.99,buy,25,0.45
2025-11-09T11:07:09.080323,KXBTCD-25NOV0912-T103749.99,sell,25,0.65
2025-11-09T11:07:16.703485,KXBTCD-25NOV0912-T103749.99,buy,25,0.45
2025-11-09T11:07:17.084082,KXBTCD-25NOV0912-T103749.99,sell,25,0.65
2025-11-09T11:07:26.061801,KXBTCD-25NOV0912-T103749.99,buy,25,0.44
2025-11-09T11:07:26.416323,KXBTCD-25NOV0912-T103749.99,sell,25,0.64
2025-11-09T11:07:33.867241,KXBTCD-25NOV0912-T103749.99,buy,25,0.44
2025-11-09T11:07:34.207591,KXBTCD-25NOV0912-T103749.99,sell,25,0.64
2025-11-09T11:07:45.200724,KXBTCD-25NOV0912-T103749.99,buy,25,0.42
2025-11-09T11:07:45.559151,KXBTCD-25NOV0912-T103749.99,sell,25,0.62
2025-11-09T11:07:52.886558,KXBTCD-25NOV0912-T103749.99,buy,25,0.4
2025-11-09T11:07:53.434539,KXBTCD-25NOV0912-T103749.99,sell,25,0.6
2025-11-09T11:08:01.158651,KXBTCD-25NOV0912-T103749.99,buy,25,0.4
2025-11-09T11:08:01.973868,KXBTCD-25NOV0912-T103749.99,sell,25,0.6
2025-11-09T11:08:11.130636,KXBTCD-25NOV0912-T103749.99,buy,25,0.39
2025-11-09T11:08:11.491725,KXBTCD-25NOV0912-T103749.99,sell,25,0.59
2025-11-09T11:08:18.895280,KXBTCD-25NOV0912-T103749.99,buy,25,0.39
2025-11-09T11:08:19.449980,KXBTCD-25NOV0912-T103749.99,sell,25,0.59
2025-11-09T11:08:27.838666,KXBTCD-25NOV0912-T103749.99,buy,25,0.37
2025-11-09T11:08:28.205761,KXBTCD-25NOV0912-T103749.99,sell,25,0.57
2025-11-09T11:08:35.730104,KXBTCD-25NOV0912-T103749.99,buy,25,0.34
2025-11-09T11:08:36.088915,KXBTCD-25NOV0912-T103749.99,sell,25,0.54
